message_id,source,message_text,priority_label,action_required
msg_084,realistic_synthetic,"The server certificate expires this afternoon and the renewal has not completed.",urgent,true
msg_085,synthetic,"I cannot access the shared drive needed for this morning's submission, can someone restore my permissions?",urgent,true
msg_086,adapted_real_world,"The finance cutoff is at 1 pm and your approval is still missing on the expense batch.",urgent,true
msg_087,realistic_synthetic,"Production reported that the label printer is down and dispatch is waiting on a fix.",urgent,true
msg_088,synthetic,"Please send the corrected attendee numbers before lunch because catering is placing the final order.",urgent,true
msg_089,adapted_real_world,"We have a duplicate booking for the interview room in the next hour and need you to confirm which slot stays.",urgent,true
msg_090,realistic_synthetic,"Your account lockout has stopped the overnight job from completing and the rerun window is this morning.",urgent,true
msg_091,synthetic,"Could you join the incident bridge now, the API errors are still climbing.",urgent,true
msg_092,adapted_real_world,"The courier is already on site for the contract pack but the signed copy is not at reception.",urgent,true
msg_093,realistic_synthetic,"The data extract sent to the regulator contains the wrong date range and a corrected file is needed today.",urgent,true
msg_094,synthetic,"Your manager asked whether you can review the final wording before it goes out to customers this afternoon.",urgent,true
msg_095,adapted_real_world,"The classroom has changed again and students are already arriving, please update the notice board.",urgent,true
msg_096,realistic_synthetic,"Monitoring shows disk space is nearly full on the reporting machine and scheduled jobs start in an hour.",urgent,true
msg_097,synthetic,"Thanks for flagging the outage, IT is already handling it and no action is needed from your side right now.",urgent,false
msg_098,adapted_real_world,"The train strike notice means several attendees may miss the morning workshop, just keeping you aware.",urgent,false
msg_099,realistic_synthetic,"We have escalated the access issue to the vendor and will contact you once they respond.",urgent,false
msg_100,synthetic,"Please confirm within the next two hours whether legal can attend the client call or we will need to postpone.",urgent,true
msg_101,realistic_synthetic,"Can you review the draft proposal by tomorrow morning and add any final comments?",important,true
msg_102,synthetic,"Your line manager would like the quarterly summary updated before Thursday's planning meeting.",important,true
msg_103,adapted_real_world,"Please complete the mandatory procurement form this week so the order can be raised.",important,true
msg_104,realistic_synthetic,"The supplier sent a revised quote and needs confirmation by end of day tomorrow.",important,true
msg_105,synthetic,"Could you look over the test results when you have a moment today and let me know if anything stands out?",important,true
msg_106,adapted_real_world,"We need your approval on the new starter equipment list before HR can proceed.",important,true
msg_107,realistic_synthetic,"A reminder that your compliance training expires on Friday and must be renewed this week.",important,true
msg_108,synthetic,"Please send over the final spreadsheet for the budget review by close of business tomorrow.",important,true
msg_109,adapted_real_world,"The team asked if you can confirm your availability for next week's client workshop.",important,true
msg_110,realistic_synthetic,"Could you update the project timeline to reflect the scope changes discussed earlier?",important,true
msg_111,synthetic,"Your feedback is needed on the mockups before design starts the next round.",important,true
msg_112,adapted_real_world,"Please check the draft contract wording and flag any issues before it goes to legal.",important,true
msg_113,realistic_synthetic,"The candidate panel notes are due by tomorrow afternoon so recruitment can move forward.",important,true
msg_114,synthetic,"There is a request to extend your software licence, please approve or reject it this week.",important,true
msg_115,adapted_real_world,"Would you be able to resubmit the expenses with the missing receipt attached?",important,true
msg_116,realistic_synthetic,"The office move plan is attached for review ahead of Monday's coordination call.",important,false
msg_117,synthetic,"Just letting you know the leadership meeting has been moved to Thursday at 10 am.",important,false
msg_118,adapted_real_world,"Your document passed the first review stage and is now with compliance.",important,false
msg_119,realistic_synthetic,"Please note that the external auditor will visit next week and may request files from your team.",important,false
msg_120,synthetic,"Could you let us know by Friday whether you still need editing access to the archive folder?",important,true
msg_121,realistic_synthetic,"Please upload your timesheet before 5 pm on Friday.",routine,true
msg_122,synthetic,"Can you book a meeting room for our weekly catch-up and send the invite?",routine,true
msg_123,adapted_real_world,"Reminder to submit your annual leave dates for next month when you get a chance.",routine,true
msg_124,realistic_synthetic,"Please update the CRM notes after your client call this afternoon.",routine,true
msg_125,synthetic,"Could you reorder printer paper for the admin cupboard during your next supply check?",routine,true
msg_126,adapted_real_world,"When you are back at your desk, please move the completed files into the shared archive folder.",routine,true
msg_127,realistic_synthetic,"Can you send me the dial-in details for tomorrow's regular team sync?",routine,true
msg_128,synthetic,"Please confirm whether you want lunch included for the internal workshop.",routine,true
msg_129,adapted_real_world,"The onboarding checklist is attached, please tick off the remaining items this week.",routine,true
msg_130,realistic_synthetic,"Could you add the latest ticket numbers to the tracker before stand-up?",routine,true
msg_131,synthetic,"Please reset the meeting room layout after the training session ends.",routine,true
msg_132,adapted_real_world,"Can you share the updated contact list with reception for next week's visitors?",routine,true
msg_133,realistic_synthetic,"A gentle reminder to label your archived folders using the new naming format.",routine,true
msg_134,synthetic,"Please replace the placeholder text in the template before you circulate it.",routine,true
msg_135,adapted_real_world,"Can you check whether the kitchen delivery arrived and log it in the sheet?",routine,true
msg_136,realistic_synthetic,"The monthly newsletter draft is attached for reference before tomorrow's send.",routine,false
msg_137,synthetic,"Just confirming that facilities will test the fire alarm at 4 pm today.",routine,false
msg_138,adapted_real_world,"Your desk move request has been logged and is waiting for scheduling.",routine,false
msg_139,realistic_synthetic,"This is to let you know the standard maintenance window starts at 7 pm tonight.",routine,false
msg_140,synthetic,"The recurring check-in has been shortened to 15 minutes from next week.",routine,false
msg_141,realistic_synthetic,"The office will close one hour early on Friday due to building maintenance.",informational,false
msg_142,synthetic,"Slides from today's knowledge-sharing session are now in the team folder.",informational,false
msg_143,adapted_real_world,"Your password was changed successfully.",informational,false
msg_144,realistic_synthetic,"Catering has confirmed the vegetarian option count for the workshop.",informational,false
msg_145,synthetic,"The system update completed overnight and all services are back to normal.",informational,false
msg_146,adapted_real_world,"Just a heads-up that the visitor parking area is partly closed this week.",informational,false
msg_147,realistic_synthetic,"The new starter begins on Monday and will be sitting near the support team.",informational,false
msg_148,synthetic,"Minutes from the policy meeting have been uploaded for anyone who wants to read them.",informational,false
msg_149,adapted_real_world,"We received confirmation that the insurance renewal has been processed.",informational,false
msg_150,realistic_synthetic,"The training webinar recording is available on the intranet.",informational,false
msg_151,synthetic,"For awareness, the client has delayed their rollout by two weeks.",informational,false
msg_152,adapted_real_world,"Building reception will issue temporary badges while the card printer is serviced.",informational,false
msg_153,realistic_synthetic,"The supplier has acknowledged the complaint and is investigating.",informational,false
msg_154,synthetic,"A copy of the signed agreement has been stored in the contracts folder.",informational,false
msg_155,adapted_real_world,"Please be aware that tomorrow's networking event is now at full capacity.",informational,false
msg_156,realistic_synthetic,"No need to respond, this is just confirmation that your request has been closed.",informational,false
msg_157,synthetic,"The monthly dashboard has been published, please review section three before Friday if it relates to your area.",informational,true
msg_158,adapted_real_world,"For planning purposes, send any dietary requirements for the away day by next Tuesday.",informational,true
msg_159,realistic_synthetic,"You can ignore the earlier duplicate calendar invite, the 2 pm one is correct.",informational,false
msg_160,synthetic,"The agenda is attached in case you want to add discussion points before tomorrow's forum.",informational,true
msg_161,synthetic,"The payment gateway is failing for all transactions. Please jump on the incident channel immediately.",urgent,true
msg_162,realistic_synthetic,"Site is returning 502 errors. Need an engineer to check the load balancer configuration right now.",urgent,true
msg_163,adapted_real_world,"Security breach detected on the main file server. Disconnect all affected instances and report status.",urgent,true
msg_164,synthetic,"We missed the regulatory filing deadline by 10 minutes. Call legal and see if we can get a grace period.",urgent,true
msg_165,realistic_synthetic,"A major client just escalated a P0 bug blocking their launch today. Please prioritize this over everything.",urgent,true
msg_166,adapted_real_world,"Fire alarm in building A. Evacuate immediately using the nearest stairs.",urgent,true
msg_167,synthetic,"The payroll file was corrupted and needs to be resubmitted by 1 PM or nobody gets paid tomorrow.",urgent,true
msg_168,realistic_synthetic,"All inbound emails are bouncing. Network team needs to restart the exchange server.",urgent,true
msg_169,adapted_real_world,"Investor call starts in 15 minutes and the presentation link is broken. Fix it please.",urgent,true
msg_170,synthetic,"Alert: CPU usage at 100% on core services. Scale up the clusters before we experience an outage.",urgent,true
msg_171,realistic_synthetic,"The PR disaster just hit Twitter. Marketing needs your approval on the apology statement right now.",urgent,true
msg_172,adapted_real_world,"Warehouse roof is leaking onto the server racks. Maintenance needs to respond immediately.",urgent,true
msg_173,synthetic,"Main database dropped. Restoring from backup, please pause all batch jobs until further notice.",urgent,true
msg_174,realistic_synthetic,"VIP customer account locked. Unlock it manually from the backend, they are waiting on the phone.",urgent,true
msg_175,adapted_real_world,"Active shooter drill starting now. Please follow local protocols.",urgent,true
msg_176,synthetic,"Production deployment failed and corrupted the state. Initiate rollback procedure immediately.",urgent,true
msg_177,realistic_synthetic,"The catering company cancelled for the 500-person event starting in two hours. We need a backup plan.",urgent,true
msg_178,adapted_real_world,"Your corporate credit card has suspected fraudulent charges. Call the fraud department immediately.",urgent,true
msg_179,synthetic,"Critical security patch has been applied to all workstations. Please save your work, systems will force reboot in 5 minutes.",urgent,false
msg_180,realistic_synthetic,"Emergency incident 8821 has been resolved by the night shift. No action needed, but read the post-mortem.",urgent,false
msg_181,adapted_real_world,"Please review the attached Q3 financial report by end of day Wednesday so we can finalize the deck.",important,true
msg_182,synthetic,"The vendor contract is expiring next week. Let's schedule a meeting to discuss renewal terms.",important,true
msg_183,realistic_synthetic,"We need three more interviewers for the hiring event on Thursday. Please sign up if you have availability.",important,true
msg_184,adapted_real_world,"Your performance review is scheduled for Monday. Please complete the self-assessment beforehand.",important,true
msg_185,synthetic,"The client has requested some changes to the UX design. Can you take a look and estimate the effort?",important,true
msg_186,realistic_synthetic,"Please update your project status in the tracker before the leadership sync tomorrow morning.",important,true
msg_187,adapted_real_world,"We are migrating to the new CRM next month. Please ensure all your leads are exported.",important,true
msg_188,synthetic,"The legal team has updated our terms of service. Review the changes to ensure your module complies.",important,true
msg_189,realistic_synthetic,"Action required: Complete your annual compliance training by the 15th to avoid network access suspension.",important,true
msg_190,adapted_real_world,"I have drafted the proposal for the Acme Corp bid. Please add the technical specifications by tomorrow.",important,true
msg_191,synthetic,"Can you approve the budget allocation for the new software licenses? The team is blocked until it is done.",important,true
msg_192,realistic_synthetic,"We received some pushback from the committee on our proposal. Let's huddle this afternoon to revise it.",important,true
msg_193,adapted_real_world,"Please submit your travel expenses from the conference by Friday for end-of-month processing.",important,true
msg_194,synthetic,"The staging environment will be refreshed tomorrow at 9 AM. Save any test data you need to keep.",important,true
msg_195,realistic_synthetic,"I need a final headcount for the executive retreat. Please confirm if you will be attending.",important,true
msg_196,adapted_real_world,"Your feedback on the beta feature is requested. Please fill out the survey when you have a chance.",important,true
msg_197,synthetic,"Let's finalize the slide deck for the all-hands meeting. I need your section by COB.",important,true
msg_198,realistic_synthetic,"We are ordering new laptops for the engineering team. Please specify your preferred model in the sheet.",important,true
msg_199,adapted_real_world,"Reminder that open enrollment ends next Friday. Make sure you select your benefits.",important,false
msg_200,synthetic,"The board has officially approved our budget for the next fiscal year. Details are attached for your reference.",important,false
msg_201,realistic_synthetic,"Could you please approve my timecard for this week?",routine,true
msg_202,adapted_real_world,"Can someone grant me access to the shared marketing drive?",routine,true
msg_203,synthetic,"Please remember to clean out the office fridge by 4 PM on Friday.",routine,true
msg_204,realistic_synthetic,"I am running out of whiteboard markers, can you order some more for conference room B?",routine,true
msg_205,adapted_real_world,"Could you take a quick look at this pull request when you have a moment?",routine,true
msg_206,synthetic,"Please update the contact list with the new hires from this month.",routine,true
msg_207,realistic_synthetic,"Do not forget to submit your weekly timesheet by Friday afternoon.",routine,true
msg_208,adapted_real_world,"Can we reschedule our 1:1 to Thursday instead of Wednesday?",routine,true
msg_209,synthetic,"I need someone to cover my shift next Tuesday morning. Let me know if you can.",routine,true
msg_210,realistic_synthetic,"Please sign the digital birthday card for Sarah before we send it out tomorrow.",routine,true
msg_211,adapted_real_world,"Could you send me the hex codes for the new brand colors?",routine,true
msg_212,synthetic,"Remember to turn off your monitors before leaving for the long weekend.",routine,true
msg_213,realistic_synthetic,"Can you point me to the documentation for the API authentication?",routine,true
msg_214,adapted_real_world,"Please vote on where we should order lunch from for the team building event.",routine,true
msg_215,synthetic,"I have updated the meeting agenda, please review and let me know if I missed anything.",routine,true
msg_216,realistic_synthetic,"Could you forward me the email receipt from the software subscription?",routine,true
msg_217,adapted_real_world,"Please check if your profile picture on the intranet is up to date.",routine,true
msg_218,synthetic,"Can you help me set up the projector in room 3 for my presentation?",routine,true
msg_219,realistic_synthetic,"The weekly sync notes have been uploaded to the wiki for your records.",routine,false
msg_220,adapted_real_world,"Just logging my sick day in the system, I will be offline today.",routine,false
msg_221,synthetic,"The elevators in the west wing will be out of service for maintenance between 10 AM and 2 PM.",informational,false
msg_222,realistic_synthetic,"Welcome to the team, David! He will be joining us as a Senior Developer starting today.",informational,false
msg_223,adapted_real_world,"Just a heads up, I will be working from home tomorrow due to a doctor appointment.",informational,false
msg_224,synthetic,"The quarterly newsletter has been published. You can find it on the company portal.",informational,false
msg_225,realistic_synthetic,"The fire drill scheduled for today has been postponed to next week due to rain.",informational,false
msg_226,adapted_real_world,"A new coffee machine has been installed in the breakroom on the 3rd floor.",informational,false
msg_227,synthetic,"Reminder: the office will be closed on Monday in observance of the public holiday.",informational,false
msg_228,realistic_synthetic,"I have uploaded the recordings from the training sessions to the shared folder.",informational,false
msg_229,adapted_real_world,"The IT department will be performing routine network upgrades over the weekend. Intermittent downtime is expected.",informational,false
msg_230,synthetic,"Congratulations to the sales team for exceeding the monthly quota!",informational,false
msg_231,realistic_synthetic,"The cafeteria menu for this week has been updated and posted online.",informational,false
msg_232,adapted_real_world,"Just letting you know I am logging off a bit early today to pick up my kids.",informational,false
msg_233,synthetic,"The company stock price hit a 52-week high today.",informational,false
msg_234,realistic_synthetic,"The parking lot restriping project is now complete.",informational,false
msg_235,adapted_real_world,"A pair of glasses was found in conference room C. They are at the front desk.",informational,false
msg_236,synthetic,"This is an automated notification that your password will expire in 14 days.",informational,false
msg_237,realistic_synthetic,"The town hall meeting will be broadcast live via the link provided below.",informational,false
msg_238,adapted_real_world,"The client pushed the launch date back by a week, so we have a bit more breathing room.",informational,false
msg_239,synthetic,"While reading the latest policy updates, please ensure you electronically sign the acknowledgment form at the bottom.",informational,true
msg_240,realistic_synthetic,"Just a note, the new mandatory security module is out and requires completion by Friday.",informational,true
